Dataset	Variable stem	Variable	Variable label	Current topic	Topic label	New topic
us4_d_child	 npn_dv	d_npn_dv	Number of R's natural parents in hh	10702	Household composition	10702
us4_d_indresp	 npn_dv	d_npn_dv	Number of R's natural parents in hh	10702	Household composition	10702
us4_d_youth	 npn_dv	d_npn_dv	Number of R's natural parents in hh	10702	Household composition	10702
us4_d_hhresp	 npensioner	d_npensioner	number of pensioners in the hhold	10702	Household composition	10702
us4_d_child	 newmum	d_newmum	biological mother of a new entrant baby	10702	Household composition	10702
us4_d_child	 newentrant	d_newentrant	individual is a new entrant to household - derived	10702	Household composition	10702
us4_d_child	 newdad	d_newdad	biological father of a new entrant baby	10702	Household composition	10702
us4_d_indresp	 lvwhy	d_lvwhy	why did partner leave the household - computed from mover questions?	10702	Household composition	10702
us4_d_indresp	lmcbm2	d_lmcbm2	cohab no. 2: month began cohabitation spell	10702	Household composition	10702
us4_d_indresp	lmcbm1	d_lmcbm1	cohab no. 1: month began cohabitation spell	10702	Household composition	10702
us4_d_indall	 livpar	d_livpar	living at home with parent(s)	10702	Household composition	10702
us4_d_indall	 livesp_dv	d_livesp_dv	Lives with spouse in hh	10702	Household composition	10702
us4_d_indresp	 livesp_dv	d_livesp_dv	Lives with spouse in hh	10702	Household composition	10702
us4_d_hhresp	 hhtype_dv	d_hhtype_dv	Composition of household, LFS-version	10702	Household composition	10702
us4_d_indresp	 hhtype_dv	d_hhtype_dv	Composition of household, LFS-version	10702	Household composition	10702
us4_d_hhresp	 hhsize	d_hhsize	Household size, incl. absent members	10702	Household composition	10702
us4_d_indresp	currpart2	d_currpart2	cohab no. 2: check if current husband/wife/partner	10702	Household composition	10702
us4_d_indall	adresp15_dv	d_adresp15_dv	PNO of person responsible for child under 16	10702	Household composition	10702
us4_d_youth	adresp15_dv	d_adresp15_dv	PNO of person responsible for child under 16	10702	Household composition	10702
us4_d_child	adresp15_dv	d_adresp15_dv	PNO of person responsible for child under 16	10702	Household composition	10702
us3_c_child	 ynew	c_ynew	New joiner reason	10702	Household composition	10702
us3_c_indresp	 single_dv	c_single_dv	Single in hh	10702	Household composition	10702
us3_c_indall	 single_dv	c_single_dv	Single in hh	10702	Household composition	10702
us3_c_egoalt	 relationship_dv	c_relationship_dv	ego's relationship to alter, edited	10702	Household composition	10702
us3_c_child	 npn_dv	c_npn_dv	Number of R's natural parents in hh	10702	Household composition	10702
us3_c_indresp	 npn_dv	c_npn_dv	Number of R's natural parents in hh	10702	Household composition	10702
us3_c_youth	 npn_dv	c_npn_dv	Number of R's natural parents in hh	10702	Household composition	10702
us3_c_child	 newmum	c_newmum	biological mother of a new entrant baby	10702	Household composition	10702
us3_c_child	 newentrant	c_newentrant	individual is a new entrant to household - derived	10702	Household composition	10702
us3_c_child	 newdad	c_newdad	biological father of a new entrant baby	10702	Household composition	10702
us3_c_indresp	 lvwhy	c_lvwhy	why did partner leave the household - computed from mover questions?	10702	Household composition	10702
us3_c_indresp	lmcbm3	c_lmcbm3	cohab no. 3: month began cohab	10702	Household composition	10702
us3_c_indresp	lmcbm2	c_lmcbm2	cohab no. 2: month began cohab	10702	Household composition	10702
us3_c_indresp	lmcbm1	c_lmcbm1	cohab no. 1: month began cohab	10702	Household composition	10702
us3_c_indall	 livpar	c_livpar	respondent is living at home with parent/s	10702	Household composition	10702
us3_c_indall	 livesp_dv	c_livesp_dv	Lives with spouse in hh	10702	Household composition	10702
us3_c_indresp	 livesp_dv	c_livesp_dv	Lives with spouse in hh	10702	Household composition	10702
us3_c_hhresp	 hhtype_dv	c_hhtype_dv	Composition of household, LFS-version	10702	Household composition	10702
us3_c_indresp	 hhtype_dv	c_hhtype_dv	Composition of household, LFS-version	10702	Household composition	10702
us3_c_hhresp	 hhsize	c_hhsize	number of people in household	10702	Household composition	10702
us3_c_indresp	currpart3	c_currpart3	cohab no. 3: check if current partner	10702	Household composition	10702
us3_c_indresp	currpart2	c_currpart2	cohab no. 2: check if current partner	10702	Household composition	10702
us3_c_child	adresp15_dv	c_adresp15_dv	PNO of person responsible for child under 16	10702	Household composition	10702
us3_c_youth	adresp15_dv	c_adresp15_dv	PNO of person responsible for child under 16	10702	Household composition	10702
us3_c_indresp	adresp15_dv	c_adresp15_dv	PNO of person responsible for child under 16	10702	Household composition	10702
us3_c_indall	adresp15_dv	c_adresp15_dv	PNO of person responsible for child under 16	10702	Household composition	10702
us2_b_child	 ynew	b_ynew	New joiner reason	10702	Household composition	10702
us2_b_indresp	 single_dv	b_single_dv	Single in hh	10702	Household composition	10702
us2_b_indall	 single_dv	b_single_dv	Single in hh	10702	Household composition	10702
us2_b_egoalt	 relationship_dv	b_relationship_dv	ego's relationship to alter, edited	10702	Household composition	10702
us2_b_child	 npn_dv	b_npn_dv	Number of R's natural parents in hh	10702	Household composition	10702
us2_b_youth	 npn_dv	b_npn_dv	Number of R's natural parents in hh	10702	Household composition	10702
us2_b_indresp	 npn_dv	b_npn_dv	Number of R's natural parents in hh	10702	Household composition	10702
us2_b_child	 newmum	b_newmum	biological mother of a new entrant baby	10702	Household composition	10702
us2_b_child	 newentrant	b_newentrant	individual is a new entrant to household - derived	10702	Household composition	10702
us2_b_child	 newdad	b_newdad	biological father of a new entrant baby	10702	Household composition	10702
us2_b_indresp	 lvwhy	b_lvwhy	why did partner leave the household - computed from mover questions?	10702	Household composition	10702
us2_b_indresp	 lnadopt	b_lnadopt	number of step/adopted child(ren)	10702	Household composition	10702
us2_b_indresp	lmspy44	b_lmspy44	cohab no. 4: year ended ml spell	10702	Household composition	10702
us2_b_indresp	lmspm4	b_lmspm4	cohab no. 4: month ended ml spell	10702	Household composition	10702
us2_b_indresp	lmcby44	b_lmcby44	cohab no. 4: year began cohabitation spell	10702	Household composition	10702
us2_b_indresp	lmcbm4	b_lmcbm4	cohab no. 4: month began cohabitation spell	10702	Household composition	10702
us2_b_indresp	lmcbm3	b_lmcbm3	cohab no. 3: month began cohabitation spell	10702	Household composition	10702
us2_b_indresp	lmcbm2	b_lmcbm2	cohab no. 2: month began cohabitation spell	10702	Household composition	10702
us2_b_indresp	lmcbm1	b_lmcbm1	cohab no. 1: month began cohabitation spell	10702	Household composition	10702
us2_b_indall	 livesp_dv	b_livesp_dv	Lives with spouse in hh	10702	Household composition	10702
us2_b_indresp	 livesp_dv	b_livesp_dv	Lives with spouse in hh	10702	Household composition	10702
us2_b_indresp	 ladopt	b_ladopt	ever had step/adopted child(ren)	10702	Household composition	10702
us2_b_hhresp	 hhtype_dv	b_hhtype_dv	Composition of household, LFS-version	10702	Household composition	10702
us2_b_indresp	 hhtype_dv	b_hhtype_dv	Composition of household, LFS-version	10702	Household composition	10702
us2_b_hhresp	 hhsize	b_hhsize	Household size, incl. absent members	10702	Household composition	10702
us2_b_indresp	currpart4	b_currpart4	cohab no. 4: check if current husband/wife/partner	10702	Household composition	10702
us2_b_indresp	currpart3	b_currpart3	cohab no. 3: check if current husband/wife/partner	10702	Household composition	10702
us2_b_indresp	currpart2	b_currpart2	cohab no. 2: check if current husband/wife/partner	10702	Household composition	10702
us2_b_indall	adresp15_dv	b_adresp15_dv	PNO of person responsible for child under 16	10702	Household composition	10702
us2_b_youth	adresp15_dv	b_adresp15_dv	PNO of person responsible for child under 16	10702	Household composition	10702
us2_b_indresp	adresp15_dv	b_adresp15_dv	PNO of person responsible for child under 16	10702	Household composition	10702
us2_b_child	adresp15_dv	b_adresp15_dv	PNO of person responsible for child under 16	10702	Household composition	10702
us1_a_indresp	 single_dv	a_single_dv	Single in hh	10702	Household composition	10702
us1_a_indall	 single_dv	a_single_dv	Single in hh	10702	Household composition	10702
us1_a_egoalt	 relationship_dv	a_relationship_dv	ego's relationship to alter, edited	10702	Household composition	10702
us1_a_child	 npn_dv	a_npn_dv	Number of R's natural parents in hh	10702	Household composition	10702
us1_a_youth	 npn_dv	a_npn_dv	Number of R's natural parents in hh	10702	Household composition	10702
us1_a_indresp	 npn_dv	a_npn_dv	Number of R's natural parents in hh	10702	Household composition	10702
us1_a_indresp	 lnadopt	a_lnadopt	number of step/adopted child(ren)	10702	Household composition	10702
us1_a_indresp	 livesp_dv	a_livesp_dv	Lives with spouse in hh	10702	Household composition	10702
us1_a_natchild	 lchno	a_lchno	pno of resident biological child	10702	Household composition	10702
us1_a_indresp	 hhtype_dv	a_hhtype_dv	Composition of household, LFS-version	10702	Household composition	10702
us1_a_hhresp	 hhtype_dv	a_hhtype_dv	Composition of household, LFS-version	10702	Household composition	10702
us1_a_hhresp	 hhsize	a_hhsize	number of people in household	10702	Household composition	10702
us1_a_child	adresp15_dv	a_adresp15_dv	PNO of person responsible for child under 16	10702	Household composition	10702
us1_a_indall	adresp15_dv	a_adresp15_dv	PNO of person responsible for child under 16	10702	Household composition	10702
us1_a_youth	adresp15_dv	a_adresp15_dv	PNO of person responsible for child under 16	10702	Household composition	10702
us8_h_indall	 single_dv	h_single_dv	Single in hh	10702	Household composition	10703
us8_h_indresp	 mstatsamn	h_mstatsamn	Whether marital status changed	107	Family and social networks	10703
us7_g_indall	 single_dv	g_single_dv	Single in hh	10702	Household composition	10703
us7_g_indresp	 mstatsamn	g_mstatsamn	Whether marital status changed	107	Family and social networks	10703
us5_e_indresp	 mstatsamn	e_mstatsamn	marital status changed	107	Family and social networks	10703
us5_e_indresp	mstatch2	e_mstatch2	marst change 2: legal marital status change	10201	Housing	10703
us5_e_indresp	mstatch1	e_mstatch1	marst change 1: legal marital status change	10201	Housing	10703
us4_d_indresp	 mstatsamn	d_mstatsamn	whether marital status changed	107	Family and social networks	10703
us4_d_indresp	mstatch2	d_mstatch2	marst change 2: legal marital status change	10201	Housing	10703
us4_d_indresp	mstatch1	d_mstatch1	marst change 1: legal marital status change	10201	Housing	10703
us3_c_indresp	 mstatsamn	c_mstatsamn	marital status changed	107	Family and social networks	10703
us3_c_indresp	mstatch2	c_mstatch2	marst change 2: legal marital status change	10201	Housing	10703
us3_c_indresp	mstatch1	c_mstatch1	marst change 1: legal marital status change	10201	Housing	10703
us2_b_indresp	 mstatsamn	b_mstatsamn	whether marital status changed	107	Family and social networks	10703
us2_b_indresp	mstatch3	b_mstatch3	marst change 3: legal marital status change	10201	Housing	10703
us2_b_indresp	mstatch2	b_mstatch2	marst change 2: legal marital status change	10201	Housing	10703
us2_b_indresp	mstatch1	b_mstatch1	marst change 1: legal marital status change	10201	Housing	10703
us8_h_indresp	 single_dv	h_single_dv	Single in hh	10703	Marital status	10703
us8_h_indresp	mstatch3	h_mstatch3	marst change 3: Legal marital status change	10703	Marital status	10703
us8_h_indresp	mstatch2	h_mstatch2	marst change 2: Legal marital status change	10703	Marital status	10703
us8_h_indresp	mstatch1	h_mstatch1	marst change 1: Legal marital status change	10703	Marital status	10703
us7_g_indresp	 single_dv	g_single_dv	Single in hh	10703	Marital status	10703
us7_g_indresp	mstatch3	g_mstatch3	marst change 3: Legal marital status change	10703	Marital status	10703
us7_g_indresp	mstatch2	g_mstatch2	marst change 2: Legal marital status change	10703	Marital status	10703
us7_g_indresp	mstatch1	g_mstatch1	marst change 1: Legal marital status change	10703	Marital status	10703
us6_f_indresp	 mstatsamn	f_mstatsamn	whether marital status changed	10703	Marital status	10703
us6_f_indresp	mstatch3	f_mstatch3	marst change 3: legal marital status change	10703	Marital status	10703
us6_f_indresp	mstatch2	f_mstatch2	marst change 2: legal marital status change	10703	Marital status	10703
us6_f_indresp	mstatch1	f_mstatch1	marst change 1: legal marital status change	10703	Marital status	10703
us5_e_indresp	currpart4	e_currpart4	cohab no. 4: check if current partner	10703	Marital status	10703
us4_d_indresp	mstatch3	d_mstatch3	marst change 3: legal marital status change	10703	Marital status	10703
us8_h_youth	yphmwkwho4	h_yphmwkwho4	Another relative living with you	10812	School engagement	10704
us7_g_indresp	lmcbm4	g_lmcbm4	cohab no. 4: Month began cohabitation spell	10703	Marital status	10704
us6_f_youth	yphmwkwho4	f_yphmwkwho4	another relative living with you	10812	School engagement	10704
us5_e_indresp	lmcbm4	e_lmcbm4	cohab no. 4: month began cohab	10703	Marital status	10704
us4_d_youth	yphmwkwho4	d_yphmwkwho4	another relative living with you	107	Family and social networks	10704
us2_b_youth	yphmwkwho4	b_yphmwkwho4	another relative living with you	107	Family and social networks	10704
us2_b_indresp	 lcohnpi	b_lcohnpi	ever cohabited without marrying	107	Family and social networks	10704
us2_b_indresp	coh1em	b_coh1em	month first cohabitation ended	107	Family and social networks	10704
us2_b_indresp	coh1bm	b_coh1bm	month first began cohabiting	107	Family and social networks	10704
us8_h_indresp	 lcohnpi	h_lcohnpi	Ever cohabited without marrying	10704	Family members and relations	10704
us8_h_indresp	coh1em	h_coh1em	Month first cohabitation ended	10704	Family members and relations	10704
us8_h_indresp	coh1bm	h_coh1bm	Month first began cohabiting	10704	Family members and relations	10704
us7_g_indresp	 lcohnpi	g_lcohnpi	Ever cohabited without marrying	10704	Family members and relations	10704
us7_g_indresp	coh1em	g_coh1em	Month first cohabitation ended	10704	Family members and relations	10704
us7_g_indresp	coh1bm	g_coh1bm	Month first began cohabiting	10704	Family members and relations	10704
us6_f_indresp	lmcbm4	f_lmcbm4	cohab no. 4: month began cohabitation spell	10704	Family members and relations	10704
us6_f_indresp	 lcohnpi	f_lcohnpi	ever cohabited without marrying	10704	Family members and relations	10704
us6_f_indresp	coh1em	f_coh1em	month first cohabitation ended	10704	Family members and relations	10704
us6_f_indresp	coh1bm	f_coh1bm	month first began cohabiting	10704	Family members and relations	10704
us5_e_indresp	 lcohnpi	e_lcohnpi	ever cohabited without marrying	10704	Family members and relations	10704
us5_e_indresp	coh1em	e_coh1em	month first cohabitation ended	10704	Family members and relations	10704
us5_e_indresp	coh1bm	e_coh1bm	month first began cohabiting	10704	Family members and relations	10704
us4_d_indresp	 lcohnpi	d_lcohnpi	ever cohabited without marrying	10704	Family members and relations	10704
us4_d_indresp	coh1em	d_coh1em	month first cohabitation ended	10704	Family members and relations	10704
us4_d_indresp	coh1bm	d_coh1bm	month first began cohabiting	10704	Family members and relations	10704
us3_c_indresp	 lcohnpi	c_lcohnpi	ever cohabited without marrying	10704	Family members and relations	10704
us3_c_indresp	coh1em	c_coh1em	month first cohabitation ended	10704	Family members and relations	10704
us3_c_indresp	coh1bm	c_coh1bm	month first began cohabiting	10704	Family members and relations	10704
us8_h_hhresp	cdepdo3	h_cdepdo3	Have friends over	10707	Child welfare	10705
us6_f_youth	 ypsbfgf	f_ypsbfgf	do you have a steady boyfriend or girlfriend?	10709	Leisure activities	10705
us6_f_hhresp	cdepdo3	f_cdepdo3	have friends over	10707	Child welfare	10705
us5_e_indresp	 ypnpal	e_ypnpal	how many close friends	 no_topic	Friends	10705
us4_d_hhresp	cdepdo3	d_cdepdo3	have friends over	10906	Consumption | Expenditure	10705
us2_b_hhresp	cdepdo3	b_cdepdo3	have friends over	107	Family and social networks	10705
us1_a_hhresp	cdepdo3	a_cdepdo3	children have friends round	107	Family and social networks	10705
us8_h_youth	 ypsbfgf	h_ypsbfgf	Do you have a steady boyfriend or girlfriend?	10705	Friends	10705
us8_h_youth	 ypnpal	h_ypnpal	How many close friends	10705	Friends	10705
us8_h_indresp	 ypnpal	h_ypnpal	How many close friends	10705	Friends	10705
us7_g_youth	 ypnpal	g_ypnpal	How many close friends	10705	Friends	10705
us7_g_indresp	 ypnpal	g_ypnpal	How many close friends	10705	Friends	10705
us6_f_youth	 ypnpal	f_ypnpal	how many close friends do you have?	10705	Friends	10705
us5_e_youth	 ypnpal	e_ypnpal	how many close friends do you have?	10705	Friends	10705
us4_d_youth	 ypsbfgf	d_ypsbfgf	do you have a steady boyfriend or girlfriend?	10705	Friends	10705
us4_d_indresp	 ypnpal	d_ypnpal	how many close friends	10705	Friends	10705
us4_d_youth	 ypnpal	d_ypnpal	how many close friends do you have?	10705	Friends	10705
us3_c_youth	 ypnpal	c_ypnpal	how many close friends do you have?	10705	Friends	10705
us2_b_youth	 ypsbfgf	b_ypsbfgf	has steady boyfriend or girfriend	10705	Friends	10705
us2_b_youth	 ypnpal	b_ypnpal	number of close friends	10705	Friends	10705
us1_a_youth	 ypnpal	a_ypnpal	how many close friends do you have?	10705	Friends	10705
us6_f_hhresp	 cplay	f_cplay	toddler attends social group	10707	Child welfare	10706
us4_d_hhresp	 cplay	d_cplay	toddler attends social group	11103	Parenting	10706
us2_b_hhresp	 cplay	b_cplay	toddler attends social group	111	Child development	10706
us1_a_hhresp	 cplay	a_cplay	children attend nursery/playgroup	111	Child development	10706
us8_h_hhresp	 cplay	h_cplay	Toddler attends social group	10706	Childcare	10706
us7_g_youth	 ypsdqt	g_ypsdqt	I often volunteer to help others (parents, teachers, children)	10402	Personality | Temperament	10708
us5_e_youth	 ypsdqt	e_ypsdqt	i often volunteer to help others (parents, teachers, children)	10402	Personality | Temperament	10708
ch_youth_p	 ypsdqt	ch_ypsdqt	I often volunteer to help others (parents, teachers, children)	11604	Mental health and mental processes (CV19)	10708
cf_youth_p	 ypsdqt	cf_ypsdqt	I often volunteer to help others (parents, teachers, children)	11604	Mental health and mental processes (CV19)	10708
cd_youth_p	 ypsdqt	cd_ypsdqt	I often volunteer to help others (parents, teachers, children)	11604	Mental health and mental processes (CV19)	10708
us3_c_youth	 ypsdqt	c_ypsdqt	i often volunteer to help others (parents, teachers, children)	10402	Personality | Temperament	10708
us1_a_youth	 ypsdqt	a_ypsdqt	often volunteers to help (parents, teachers, children)	10708	Social support	10708
us8_h_indresp	 volun	h_volun	Volunteer in last 12 months	109	Employment and income	10709
us8_h_indresp	 volhrs	h_volhrs	Hours spent volunteering in last 4 weeks	109	Employment and income	10709
us8_h_indresp	 volhrs	h_volhrs	Hours spent volunteering in last 4 weeks	109	Employment and income	10709
us8_h_indresp	 volfreq	h_volfreq	Frequency of volunteering	109	Employment and income	10709
us8_h_hhresp	cdepdo2	h_cdepdo2	Do a hobby/leisure activity	10707	Child welfare	10709
us6_f_youth	 ypnbuks	f_ypnbuks	over the past month, how many books have you read for pleasure?	10812	School engagement	10709
us6_f_hhresp	cdepdo2	f_cdepdo2	do a hobby/leisure activity	10707	Child welfare	10709
us4_d_youth	 ypmulpgms	d_ypmulpgms	do you ever play multi-player online games?	10606	Substance abuse	10709
us4_d_youth	 ypfhweve	d_ypfhweve	how many evenings do homework	 no_topic	Leisure activities	10709
us4_d_hhresp	cdepdo2	d_cdepdo2	do a hobby/leisure activity	10906	Consumption | Expenditure	10709
ch_indresp_w	 volhrs	ch_volhrs	Hours spent volunteering in last 4 weeks	11609	Employment and income (CV19)	10709
ch_indresp_w	 volhrs	ch_volhrs	Hours spent volunteering in last 4 weeks	11609	Employment and income (CV19)	10709
cd_indresp_w	 volhrs	cd_volhrs	Hours spent volunteering in last 4 weeks	11609	Employment and income (CV19)	10709
cd_indresp_w	 volhrs	cd_volhrs	Hours spent volunteering in last 4 weeks	11609	Employment and income (CV19)	10709
us2_b_youth	yposclas8	b_yposclas8	other	10606	Substance abuse	10709
us2_b_youth	yposclas7	b_yposclas7	none of these	10606	Substance abuse	10709
us2_b_youth	yposclas4	b_yposclas4	sport	10602	Physical activity	10709
us2_b_youth	yposclas3	b_yposclas3	dance	10602	Physical activity	10709
us2_b_youth	yposclas2	b_yposclas2	art	10606	Substance abuse	10709
us2_b_youth	yposclas1	b_yposclas1	music	10606	Substance abuse	10709
us2_b_indresp	 volun	b_volun	volunteer in last 12 months	109	Employment and income	10709
us2_b_indresp	 volhrs	b_volhrs	hours spent volunteering in last 4 weeks	109	Employment and income	10709
us2_b_indresp	 volhrs	b_volhrs	hours spent volunteering in last 4 weeks	109	Employment and income	10709
us2_b_indresp	 volfreq	b_volfreq	frequency of volunteering	109	Employment and income	10709
us2_b_hhresp	cdepdo2	b_cdepdo2	do a hobby/leisure activity	107	Family and social networks	10709
us1_a_hhresp	cdepdo2	a_cdepdo2	children do hobbies/leisure activities	107	Family and social networks	10709
us8_h_youth	yposclas8	h_yposclas8	Other	10709	Leisure activities	10709
us8_h_youth	yposclas7	h_yposclas7	None of these	10709	Leisure activities	10709
us8_h_youth	yposclas4	h_yposclas4	Sport	10709	Leisure activities	10709
us8_h_youth	yposclas3	h_yposclas3	Dance	10709	Leisure activities	10709
us8_h_youth	yposclas2	h_yposclas2	Art	10709	Leisure activities	10709
us8_h_youth	yposclas1	h_yposclas1	Music	10709	Leisure activities	10709
us8_h_youth	 ypnbuks	h_ypnbuks	Over the past month, how many books have you read for pleasure?	10709	Leisure activities	10709
us8_h_youth	 ypmulpgms	h_ypmulpgms	Do you ever play multi-player online games?	10709	Leisure activities	10709
us6_f_youth	yposclas7	f_yposclas7	none of these	10709	Leisure activities	10709
us6_f_youth	yposclas4	f_yposclas4	sport	10709	Leisure activities	10709
us6_f_youth	yposclas3	f_yposclas3	dance	10709	Leisure activities	10709
us6_f_youth	yposclas2	f_yposclas2	art	10709	Leisure activities	10709
us6_f_youth	yposclas1	f_yposclas1	music	10709	Leisure activities	10709
us6_f_youth	 ypmulpgms	f_ypmulpgms	do you ever play multi-player online games?	10709	Leisure activities	10709
us6_f_indresp	 volun	f_volun	volunteer in last 12 months	10709	Leisure activities	10709
us6_f_indresp	 volhrs	f_volhrs	hours spent volunteering in last 4 weeks	10709	Leisure activities	10709
us6_f_indresp	 volhrs	f_volhrs	hours spent volunteering in last 4 weeks	10709	Leisure activities	10709
us6_f_indresp	 volfreq	f_volfreq	frequency of volunteering	10709	Leisure activities	10709
us4_d_youth	yposclas7	d_yposclas7	none of these	10709	Leisure activities	10709
us4_d_youth	yposclas4	d_yposclas4	sport	10709	Leisure activities	10709
us4_d_youth	yposclas3	d_yposclas3	dance	10709	Leisure activities	10709
us4_d_youth	yposclas2	d_yposclas2	art	10709	Leisure activities	10709
us4_d_youth	yposclas1	d_yposclas1	music	10709	Leisure activities	10709
us4_d_youth	 ypnbuks	d_ypnbuks	over the past month, how many books have you read for pleasure?	10709	Leisure activities	10709
us4_d_indresp	 volun	d_volun	volunteer in last 12 months	10709	Leisure activities	10709
us4_d_indresp	 volhrs	d_volhrs	hours spent volunteering in last 4 weeks	10709	Leisure activities	10709
us4_d_indresp	 volhrs	d_volhrs	hours spent volunteering in last 4 weeks	10709	Leisure activities	10709
us4_d_indresp	 volfreq	d_volfreq	frequency of volunteering	10709	Leisure activities	10709
us2_b_youth	 ypnbuks	b_ypnbuks	past month: num books read for pleasure	10709	Leisure activities	10709
us5_e_indresp	 ypsocweb	e_ypsocweb	belong to social website such as: bebo, facebook or myspace	 no_topic	Technology	10711
us5_e_indresp	 ypnetcht	e_ypnetcht	Hours using social media on weekdays	 no_topic	Technology	10711
ch_indresp_w	 pcnet	ch_pcnet	Has access to the internet from home	11607	Family and social networks (CV19)	10711
ch_indresp_w	 pcnet	ch_pcnet	Has access to the internet from home	11607	Family and social networks (CV19)	10711
cg_indresp_w	 pcnet	cg_pcnet	Has access to the internet from home	11607	Family and social networks (CV19)	10711
cg_indresp_w	 pcnet	cg_pcnet	Has access to the internet from home	11607	Family and social networks (CV19)	10711
cf_indresp_w	 pcnet	cf_pcnet	Has access to the internet from home	11607	Family and social networks (CV19)	10711
cf_indresp_t	 pcnet	cf_pcnet	Has access to the internet from home	11607	Family and social networks (CV19)	10711
cf_indresp_w	 pcnet	cf_pcnet	Has access to the internet from home	11607	Family and social networks (CV19)	10711
cf_indresp_t	 pcnet	cf_pcnet	Has access to the internet from home	11607	Family and social networks (CV19)	10711
cf_indresp_t	 netpuse	cf_netpuse	netpuse	11607	Family and social networks (CV19)	10711
ce_indresp_w	 pcnet	ce_pcnet	Has access to the internet from home	11607	Family and social networks (CV19)	10711
ce_indresp_w	 pcnet	ce_pcnet	Has access to the internet from home	11607	Family and social networks (CV19)	10711
cd_indresp_w	 pcnet	cd_pcnet	Has access to the internet from home	11607	Family and social networks (CV19)	10711
cd_indresp_w	 pcnet	cd_pcnet	Has access to the internet from home	11607	Family and social networks (CV19)	10711
cb_indresp_w	 pcnet	cb_pcnet	Has access to the internet from home	11607	Family and social networks (CV19)	10711
cb_indresp_w	 pcnet	cb_pcnet	Has access to the internet from home	11607	Family and social networks (CV19)	10711
us8_h_youth	 ypsocweb	h_ypsocweb	Belong to social website	10711	Technology	10711
us8_h_indresp	 ypsocweb	h_ypsocweb	Belong to social website	10711	Technology	10711
us8_h_youth	 ypnetcht	h_ypnetcht	Hours using social media on weekdays	10711	Technology	10711
us8_h_indresp	 ypnetcht	h_ypnetcht	Hours using social media on weekdays	10711	Technology	10711
us8_h_hhresp	 pcnet	h_pcnet	Has access to the internet from home	10711	Technology	10711
us8_h_hhresp	 pcnet	h_pcnet	Has access to the internet from home	10711	Technology	10711
us8_h_indresp	 netpuse	h_netpuse	Frequency of using the internet	10711	Technology	10711
us7_g_youth	 ypsocweb	g_ypsocweb	Belong to social website	10711	Technology	10711
us7_g_indresp	 ypsocweb	g_ypsocweb	Belong to social website	10711	Technology	10711
us7_g_youth	 ypnetcht	g_ypnetcht	Hours using social media on weekdays	10711	Technology	10711
us7_g_indresp	 ypnetcht	g_ypnetcht	Hours using social media on weekdays	10711	Technology	10711
us7_g_hhresp	 pcnet	g_pcnet	Has access to the internet from home	10711	Technology	10711
us7_g_hhresp	 pcnet	g_pcnet	Has access to the internet from home	10711	Technology	10711
us7_g_indresp	 netpuse	g_netpuse	Frequency of using the internet	10711	Technology	10711
us6_f_youth	 ypsocweb	f_ypsocweb	do you belong to a social web-site such as bebo, facebook or myspace?	10711	Technology	10711
us6_f_youth	 ypnetcht	f_ypnetcht	Hours using social media on weekdays	10711	Technology	10711
us6_f_hhresp	 pcnet	f_pcnet	has access to the internet from home	10711	Technology	10711
us6_f_hhresp	 pcnet	f_pcnet	has access to the internet from home	10711	Technology	10711
us6_f_indresp	 netpuse	f_netpuse	frequency of using the internet	10711	Technology	10711
us5_e_youth	 ypsocweb	e_ypsocweb	do you belong to a social web-site such as bebo, facebook or myspace?	10711	Technology	10711
us5_e_youth	 ypnetcht	e_ypnetcht	Hours using social media on weekdays	10711	Technology	10711
us5_e_hhresp	 pcnet	e_pcnet	access to the internet	10711	Technology	10711
us5_e_hhresp	 pcnet	e_pcnet	access to the internet	10711	Technology	10711
us5_e_indresp	 netpuse	e_netpuse	frequency of using the internet	10711	Technology	10711
us4_d_indresp	 ypsocweb	d_ypsocweb	belong to social website	10711	Technology	10711
us4_d_youth	 ypsocweb	d_ypsocweb	do you belong to a social web-site such as bebo, facebook or myspace?	10711	Technology	10711
us4_d_indresp	 ypnetcht	d_ypnetcht	Hours using social media on weekdays	10711	Technology	10711
us4_d_youth	 ypnetcht	d_ypnetcht	Hours using social media on weekdays	10711	Technology	10711
us4_d_hhresp	 pcnet	d_pcnet	has access to the internet from home	10711	Technology	10711
us4_d_hhresp	 pcnet	d_pcnet	has access to the internet from home	10711	Technology	10711
us4_d_indresp	 netpuse	d_netpuse	frequency of using the internet	10711	Technology	10711
us3_c_youth	 ypsocweb	c_ypsocweb	do you belong to a social web-site such as bebo, facebook or myspace?	10711	Technology	10711
us3_c_youth	 ypnetcht	c_ypnetcht	Hours using social media on weekdays	10711	Technology	10711
us3_c_hhresp	 pcnet	c_pcnet	access to the internet	10711	Technology	10711
us3_c_hhresp	 pcnet	c_pcnet	access to the internet	10711	Technology	10711
us3_c_indresp	 netpuse	c_netpuse	frequency of using the internet	10711	Technology	10711
us2_b_youth	 ypsocweb	b_ypsocweb	do you belong to a social web-site such as bebo, facebook or myspace?	10711	Technology	10711
us2_b_youth	 ypnetcht	b_ypnetcht	Hours using social media on weekdays	10711	Technology	10711
us2_b_hhresp	 pcnet	b_pcnet	has access to the internet from home	10711	Technology	10711
us2_b_hhresp	 pcnet	b_pcnet	has access to the internet from home	10711	Technology	10711
